Cliente	Marca	Cupo	Total_Promociones	Prom_Duracion_dd	Total_Duracion_dd	Maxima_Duracion_dd	Minima_Duracion_dd	MinFecha_Desde	MaxFecha_Desde	Total_Promo_Ejecutadas	Prom_Duracion_Ejecutadas_dd	Total_Duracion_Ejecutadas_dd	Maxima_Duracion_Ejecutadas_dd	Minima_Duracion_Ejecutadas_dd	MinFecha_Ejecutadas_Desde	MaxFecha_Ejecutadas_Desde	FechaAltaCliente	Region	Gerencia	SubCanal	TipoPoblacion	Estrato	EF	Antiguedad_Cliente_EmpezoPromo_dd
10618	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	21/02/2017	3	9	9	2	2	0	561
14521	39	20	4	6	24	13	3	8/01/2019	7/08/2019	0	0	0	0	0	NULL	NULL	12/11/2018	5	33	10	2	1	0	57
195	40	16	1	4	4	4	4	26/08/2019	26/08/2019	0	0	0	0	0	NULL	NULL	11/06/2009	4	26	18	1	3	1	3728
5050	39	20	4	5	20	9	1	5/09/2018	20/09/2018	0	0	0	0	0	NULL	NULL	29/11/2010	3	8	9	2	2	0	2837
7213	40	16	1	11	11	11	11	18/09/2019	18/09/2019	0	0	0	0	0	NULL	NULL	29/07/2014	3	9	6	2	2	0	1877
13218	29	9	3	8.3333	25	11	7	13/04/2019	18/08/2019	0	0	0	0	0	NULL	NULL	29/05/2018	1	16	18	2	3	1	319
13247	39	20	17	5.8823	100	13	0	5/09/2018	7/08/2019	0	0	0	0	0	NULL	NULL	1/06/2018	3	9	9	2	2	0	96
4323	39	20	10	6.7	67	16	0	7/03/2019	22/09/2019	0	0	0	0	0	NULL	NULL	4/05/2010	1	20	16	1	1	1	3229
8712	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	1	4	4	4	0	7/09/2018	7/09/2018	17/11/2015	3	10	15	2	1	1	1023
7292	40	16	12	5.4166	65	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	26/08/2014	4	13	7	2	3	0	1471
13139	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	15/05/2018	3	8	7	2	3	0	191
1226	39	20	5	7.6	38	13	4	7/03/2019	26/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	15	2	3	0	3433
7108	39	20	7	6.8571	48	20	0	23/11/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/06/2014	1	18	22	2	2	1	1612
11645	39	20	14	5.7142	80	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	3/09/2017	4	6	16	2	2	0	367
14504	29	9	3	6	18	11	3	13/04/2019	13/08/2019	0	0	0	0	0	NULL	NULL	6/11/2018	1	5	9	2	3	1	158
1072	40	16	13	6.0769	79	13	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	11/10/2009	1	16	15	2	2	0	3251
3597	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	31/03/2010	3	7	22	2	3	0	3158
3857	40	16	30	7.5666	227	22	0	31/08/2018	22/09/2019	12	8	98	20	0	31/08/2018	7/03/2019	26/04/2010	3	10	15	2	2	1	3049
4173	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	3	0	3053
922	40	16	16	5.375	86	11	0	5/09/2018	11/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	14/09/2009	5	17	22	2	2	1	3278
14442	39	20	2	4	8	4	4	24/01/2019	26/08/2019	0	0	0	0	0	NULL	NULL	23/10/2018	4	13	10	2	1	0	93
6941	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	28/04/2014	3	24	22	2	2	1	1669
9690	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	12/08/2016	1	5	9	2	2	0	1096
8962	40	16	24	5.2916	127	22	0	5/09/2018	27/08/2019	7	3	27	5	0	7/09/2018	27/08/2019	8/02/2016	1	20	11	1	2	1	940
347	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	1	2	0	3319
10666	39	20	24	5.6666	136	20	0	5/09/2018	22/09/2019	2	5	11	6	0	17/09/2018	2/11/2018	1/03/2017	1	18	18	2	2	1	553
4216	39	20	19	5.7894	110	13	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	29/04/2010	3	10	9	2	1	0	3051
6564	29	9	5	7.8	39	11	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	29/12/2013	3	9	15	2	1	1	1789
14535	39	20	4	6	24	13	3	8/01/2019	7/08/2019	0	0	0	0	0	NULL	NULL	13/11/2018	5	33	15	2	2	0	56
5093	40	16	23	6.0434	139	19	0	5/09/2018	22/09/2019	3	4	12	6	0	5/09/2018	2/11/2018	24/01/2011	3	9	16	2	2	1	2781
2944	40	16	23	13.4782	310	160	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	22/03/2010	4	13	12	2	3	1	3089
6815	40	16	16	16.6875	267	160	0	5/09/2018	26/08/2019	5	41	205	160	0	17/09/2018	26/08/2019	21/03/2014	4	22	15	2	3	1	1629
11370	39	20	18	5.3888	97	11	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	20/07/2017	5	19	9	1	1	1	412
1497	40	16	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	9	2	5	0	3250
2512	40	16	14	6.4285	90	20	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	4	9	2	1	0	3115
3515	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	2	1	3159
8008	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	28/04/2015	4	13	9	2	1	0	1226
8596	39	20	2	2.5	5	4	1	5/09/2018	7/09/2018	0	0	0	0	0	NULL	NULL	18/10/2015	5	11	9	2	1	0	1053
3748	39	20	21	6.2857	132	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	9	2	3	0	3054
14067	39	20	24	5.875	141	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	15/08/2018	1	16	6	2	5	0	21
2669	40	16	24	5.9166	142	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	23	9	2	2	1	3114
12988	40	16	10	25.3	253	160	4	7/03/2019	22/09/2019	5	44	222	160	0	3/04/2019	26/08/2019	10/04/2018	4	21	10	2	2	0	331
7540	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	1/12/2014	5	27	15	2	1	1	1374
10198	39	20	21	6.2857	132	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	24/11/2016	3	9	9	2	2	1	650
947	40	16	23	6.4347	148	16	0	29/08/2018	22/09/2019	1	10	10	10	0	1/11/2018	1/11/2018	14/09/2009	5	29	15	1	3	1	3271
2201	40	16	17	5.8823	100	13	0	5/09/2018	7/08/2019	2	3	6	5	0	5/09/2018	2/11/2018	31/01/2010	3	25	20	1	3	1	3139
8986	29	9	5	6.6	33	9	3	9/05/2019	5/09/2019	0	0	0	0	0	NULL	NULL	15/02/2016	1	20	7	1	2	1	1179
11266	40	16	15	17.4	261	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	28/06/2017	4	6	10	2	2	0	434
12347	39	20	24	6.375	153	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	21/12/2017	1	16	6	2	2	1	258
2433	40	16	22	6	132	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	9	2	2	0	3115
699	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	4/08/2009	4	13	10	2	3	0	3319
11371	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	20/07/2017	3	10	9	2	1	0	490
13366	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	20/06/2018	3	30	6	2	3	0	155
3790	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	9	2	3	0	3132
3708	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	25/04/2010	3	7	9	2	2	0	3133
6347	40	16	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	29/09/2013	4	6	10	2	1	0	1802
12327	40	16	23	6.0434	139	19	0	5/09/2018	22/09/2019	3	3	9	4	0	5/09/2018	24/01/2019	19/12/2017	3	9	9	2	2	0	260
1576	40	16	24	6.9583	167	22	0	29/08/2018	22/09/2019	3	6	18	9	0	5/10/2018	16/01/2019	9/11/2009	5	27	16	1	3	0	3215
3005	39	20	20	6.4	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	9	9	2	2	1	3082
4649	29	9	2	9.5	19	17	2	19/12/2018	4/08/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	9	2	4	0	3086
13599	39	20	14	5.6428	79	11	0	5/09/2018	18/09/2019	0	0	0	0	0	NULL	NULL	26/07/2018	4	26	12	2	2	1	41
12934	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	2/04/2018	3	32	15	2	2	0	234
2476	40	16	20	5.9	118	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	4	9	2	1	0	3115
4491	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	22/06/2010	4	21	15	2	2	0	2997
7385	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	5/10/2014	4	21	16	2	2	1	1431
10550	39	20	23	5.3913	124	14	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/02/2017	3	32	10	2	2	1	574
14495	29	9	1	7	7	7	7	18/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	2/11/2018	4	15	9	2	2	0	289
6186	40	16	17	5.8823	100	13	0	5/09/2018	7/08/2019	0	0	0	0	0	NULL	NULL	14/07/2013	5	29	15	2	1	0	1879
8494	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	5	5	27	9	0	17/09/2018	16/01/2019	19/09/2015	3	10	15	2	1	0	1082
1986	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	9/11/2009	1	5	15	2	3	0	3564
13049	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	24/04/2018	4	6	9	2	2	0	134
13559	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	22/07/2018	3	24	9	2	1	0	123
2262	39	20	19	6.421	122	19	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	1/02/2010	4	14	15	2	3	1	3138
3555	39	20	23	5	115	14	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	31/03/2010	3	30	9	2	2	0	3080
8362	39	20	7	5.7142	40	11	0	5/09/2018	7/10/2018	0	0	0	0	0	NULL	NULL	9/08/2015	5	17	9	2	4	0	1123
8535	40	16	19	6.5789	125	20	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	27/09/2015	1	23	15	2	2	0	1074
5277	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	14/05/2011	3	7	22	2	3	0	2671
12623	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	11/02/2018	3	8	12	2	3	1	284
12113	39	20	11	5.5454	61	11	0	5/09/2018	8/11/2018	0	0	0	0	0	NULL	NULL	8/11/2017	3	28	22	1	4	0	301
14342	39	20	1	20	20	20	20	10/07/2019	10/07/2019	0	0	0	0	0	NULL	NULL	2/10/2018	1	18	1	2	1	0	281
1751	39	20	4	7.75	31	11	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	9/11/2009	1	16	9	1	2	0	3252
10055	40	16	11	21.909	241	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	20/10/2016	4	21	9	2	1	0	685
3605	40	16	25	7.4	185	20	0	13/08/2018	22/09/2019	11	7	81	20	0	13/08/2018	24/01/2019	31/03/2010	3	8	16	2	3	1	3057
13924	40	16	10	7.1	71	20	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	11/08/2018	1	18	9	2	2	0	55
6681	39	20	22	6.1363	135	20	0	5/09/2018	22/09/2019	5	5	26	9	0	17/09/2018	9/03/2019	13/02/2014	1	4	22	2	2	0	1665
8711	29	9	3	3.6666	11	5	2	19/12/2018	17/08/2019	0	0	0	0	0	NULL	NULL	17/11/2015	5	31	6	2	3	1	1128
4644	29	9	1	17	17	17	17	4/08/2019	4/08/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	18	2	3	0	3314
6480	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	20/11/2013	5	19	9	2	3	0	1855
8219	40	16	23	6.0869	140	19	0	5/09/2018	22/09/2019	1	4	4	4	0	24/01/2019	24/01/2019	29/06/2015	3	24	16	1	2	0	1164
3880	40	16	16	6.5625	105	19	0	5/10/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	27/04/2010	3	10	15	2	2	1	3083
6497	40	16	20	7.15	143	19	0	5/09/2018	11/09/2019	4	5	20	9	0	7/09/2018	16/01/2019	27/11/2013	3	9	9	2	3	0	1743
9849	29	9	2	8.5	17	14	3	22/11/2018	15/09/2019	0	0	0	0	0	NULL	NULL	12/09/2016	3	28	18	1	3	0	801
12093	40	16	7	8.2857	58	19	3	8/01/2019	7/08/2019	0	0	0	0	0	NULL	NULL	6/11/2017	3	24	9	1	1	0	428
12681	40	16	20	6.4	128	22	0	29/08/2018	22/09/2019	1	4	4	4	0	24/01/2019	24/01/2019	19/02/2018	5	19	6	2	1	0	191
12465	39	20	2	4	8	4	4	24/01/2019	26/08/2019	0	0	0	0	0	NULL	NULL	18/01/2018	4	14	10	1	1	0	371
38	39	20	20	6.95	139	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	3/03/2009	4	21	15	2	2	1	3473
8638	29	9	2	10	20	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	28/10/2015	3	25	15	2	2	1	1121
12172	40	16	16	5.4375	87	11	0	5/09/2018	7/03/2019	4	2	11	4	0	4/10/2018	24/01/2019	16/11/2017	5	11	9	2	2	0	293
6247	39	20	12	5.4166	65	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	15/08/2013	4	26	9	2	1	1	1847
4857	29	9	7	6.5714	46	11	2	19/12/2018	5/09/2019	0	0	0	0	0	NULL	NULL	11/07/2010	5	11	7	2	3	1	3083
10128	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	9/11/2016	3	10	9	2	2	0	695
1872	40	16	20	5.7	114	16	0	5/09/2018	22/09/2019	1	3	3	3	0	8/01/2019	8/01/2019	9/11/2009	1	5	9	2	3	0	3222
7535	40	16	23	7.3478	169	20	0	31/08/2018	22/09/2019	9	7	68	20	0	31/08/2018	8/11/2018	30/11/2014	3	10	16	2	2	1	1370
8072	40	16	22	6.0454	133	20	0	5/09/2018	22/09/2019	4	11	44	20	0	17/09/2018	7/08/2019	16/05/2015	1	18	12	2	4	1	1208
11983	40	16	32	7.9375	254	22	0	15/08/2018	22/09/2019	10	10	107	20	0	15/08/2018	7/08/2019	23/10/2017	3	7	12	2	1	0	296
10778	40	16	5	6.2	31	11	0	5/10/2018	23/10/2018	0	0	0	0	0	NULL	NULL	15/03/2017	3	8	7	2	2	0	569
1803	40	16	28	6.75	189	24	0	5/09/2018	22/09/2019	4	14	58	24	0	16/10/2018	7/08/2019	9/11/2009	1	5	9	2	2	0	3222
1538	39	20	14	6.2857	88	22	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	16	2	1	1	3250
7422	39	20	14	6.3571	89	13	0	5/09/2018	7/08/2019	0	0	0	0	0	NULL	NULL	19/10/2014	3	32	10	1	3	0	1417
13696	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	6/08/2018	3	10	9	2	1	0	108
1220	39	20	13	5.923	77	13	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	11	1	2	0	3250
8305	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/07/2015	3	7	12	2	4	1	1136
10529	39	20	16	5.125	82	11	0	5/09/2018	9/03/2019	1	8	8	8	0	9/03/2019	9/03/2019	2/02/2017	1	23	9	1	3	0	580
13636	39	20	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	2/08/2018	5	12	9	2	2	0	34
1211	29	9	3	9	27	17	3	15/05/2019	18/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	10	2	3	0	3502
7053	40	16	14	5.1428	72	11	0	5/09/2018	24/01/2019	1	4	4	4	0	16/01/2019	16/01/2019	2/06/2014	3	9	22	2	3	0	1556
4788	29	9	6	8.8333	53	17	2	19/12/2018	4/08/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	9	2	3	1	3086
10930	39	20	15	5.6	84	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	23/04/2017	4	21	9	2	3	1	500
2492	39	20	25	5.48	137	20	0	5/09/2018	22/09/2019	2	7	14	9	0	2/11/2018	7/03/2019	24/02/2010	1	18	9	2	2	0	3115
6468	39	20	23	6.0434	139	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	18/11/2013	3	8	16	2	1	1	1752
10520	29	9	5	7.4	37	11	5	13/04/2019	7/09/2019	0	0	0	0	0	NULL	NULL	1/02/2017	1	20	7	2	2	0	801
1469	39	20	8	7	56	11	3	5/10/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	22	2	4	0	3280
2591	40	16	20	5.9	118	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	22	2	1	1	3115
3693	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/04/2010	3	7	9	2	2	1	3055
3926	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	22	2	3	0	3053
6970	40	16	8	5.5	44	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	9/05/2014	4	26	12	1	2	1	1580
11432	40	16	20	6.4	128	19	0	5/09/2018	22/09/2019	3	6	18	9	0	5/10/2018	3/11/2018	1/08/2017	3	10	16	2	3	1	400
2423	39	20	23	5.8695	135	20	0	5/09/2018	22/09/2019	1	9	9	9	0	5/10/2018	5/10/2018	24/02/2010	1	18	9	2	2	0	3115
7203	40	16	18	6.5555	118	19	0	5/09/2018	11/09/2019	1	3	3	3	0	8/01/2019	8/01/2019	24/07/2014	5	17	10	1	2	0	1504
4094	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	9	2	2	0	3083
5700	40	16	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	22/07/2012	5	31	9	2	2	0	2266
4426	40	16	23	6.0434	139	19	0	5/09/2018	22/09/2019	1	6	6	6	0	17/09/2018	17/09/2018	28/05/2010	1	16	15	1	2	1	3022
14138	40	16	10	23.5	235	160	3	5/10/2018	26/08/2019	2	82	164	160	0	24/01/2019	6/05/2019	27/08/2018	4	26	15	2	1	0	39
4027	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	1	6	6	6	0	17/09/2018	17/09/2018	27/04/2010	3	9	9	2	3	0	3053
9319	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	16/05/2016	3	28	12	2	2	0	920
2004	40	16	23	6.2173	143	19	0	5/09/2018	22/09/2019	5	6	30	9	0	11/09/2018	9/03/2019	9/11/2009	1	16	12	2	2	1	3222
14338	39	20	11	6.6363	73	19	3	2/11/2018	22/09/2019	0	0	0	0	0	NULL	NULL	1/10/2018	5	27	1	2	1	0	32
2239	40	16	31	6.0645	188	19	0	5/09/2018	25/09/2019	6	5	35	9	0	11/09/2018	12/11/2018	31/01/2010	3	25	15	1	2	1	3139
9417	29	9	3	5.6666	17	11	3	22/11/2018	15/05/2019	0	0	0	0	0	NULL	NULL	7/06/2016	3	28	9	1	2	1	898
6208	29	9	3	3.6666	11	5	2	19/12/2018	17/08/2019	0	0	0	0	0	NULL	NULL	28/07/2013	5	27	9	1	2	0	1970
13754	39	20	14	7.2857	102	19	3	5/10/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/08/2018	3	28	15	2	1	0	57
5797	40	16	23	5.6521	130	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	22/11/2012	1	18	9	2	2	1	2113
11918	39	20	25	5.56	139	16	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	15/10/2017	1	20	16	2	3	0	325
14357	40	16	12	6.75	81	19	3	2/11/2018	22/09/2019	5	4	22	7	0	2/11/2018	24/01/2019	4/10/2018	3	10	15	2	2	0	29
9158	40	16	30	7.6333	229	22	0	12/08/2018	22/09/2019	6	8	52	22	0	12/08/2018	7/03/2019	4/04/2016	5	27	16	1	3	1	860
10996	40	16	22	6.4545	142	22	0	29/08/2018	22/09/2019	2	7	15	9	0	17/09/2018	5/10/2018	3/05/2017	5	12	9	1	2	0	483
11724	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	18/09/2017	3	7	7	2	2	0	430
4159	40	16	5	6.2	31	11	3	5/10/2018	24/01/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	18	2	3	0	3083
7438	40	16	15	5.3333	80	11	0	5/09/2018	9/03/2019	3	5	17	9	0	7/09/2018	16/01/2019	27/10/2014	3	28	18	2	2	0	1409
8925	40	16	20	15.35	307	160	0	5/09/2018	22/09/2019	4	54	218	160	0	3/04/2019	7/08/2019	1/02/2016	4	21	15	1	2	0	947
6757	29	9	1	5	5	5	5	9/05/2019	9/05/2019	0	0	0	0	0	NULL	NULL	5/03/2014	1	16	6	2	3	0	1891
8476	39	20	27	5.7037	154	22	0	5/09/2018	22/09/2019	2	19	38	22	0	7/09/2018	14/07/2019	13/09/2015	1	20	15	1	1	1	1088
664	29	9	1	7	7	7	7	18/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	4/08/2009	4	13	9	2	2	1	3666
1201	39	20	7	5	35	9	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	9	1	3	0	3250
6948	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	30/04/2014	3	9	10	2	2	0	1667
11485	29	9	1	17	17	17	17	4/08/2019	4/08/2019	0	0	0	0	0	NULL	NULL	9/08/2017	4	15	18	2	2	0	725
11838	39	20	8	5.75	46	9	3	2/11/2018	22/09/2019	0	0	0	0	0	NULL	NULL	6/10/2017	4	21	9	2	2	1	392
3047	29	9	2	10	20	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	16	1	2	1	3160
5718	40	16	23	6.7391	155	19	0	12/08/2018	22/09/2019	10	9	92	19	0	12/08/2018	7/08/2019	15/08/2012	3	28	15	1	3	1	2188
7733	39	20	6	6.8333	41	11	3	5/10/2018	8/11/2018	0	0	0	0	0	NULL	NULL	10/02/2015	4	26	9	1	1	0	1333
7425	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	20/10/2014	3	10	12	2	3	1	1494
11962	29	9	3	10.3333	31	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	19/10/2017	3	8	7	2	3	0	399
2008	40	16	18	4.8333	87	11	0	5/09/2018	24/01/2019	3	5	17	9	0	7/09/2018	16/10/2018	9/11/2009	1	5	16	1	2	0	3222
3666	39	20	21	6.1428	129	20	0	5/09/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	11/04/2010	1	18	9	2	3	0	3069
6461	40	16	14	5.1428	72	11	0	5/09/2018	24/01/2019	1	3	3	3	0	8/01/2019	8/01/2019	14/11/2013	3	28	22	1	2	0	1756
8108	40	16	23	6.1304	141	19	0	5/09/2018	22/09/2019	1	19	19	19	0	11/07/2019	11/07/2019	25/05/2015	3	9	9	2	1	0	1199
10332	40	16	27	6.5555	177	19	0	5/09/2018	22/09/2019	4	5	23	10	0	5/09/2018	12/11/2018	22/12/2016	3	32	15	2	2	1	622
14944	40	16	2	16	32	19	13	11/07/2019	7/08/2019	0	0	0	0	0	NULL	NULL	6/02/2019	3	9	9	2	1	0	155
9381	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	1/06/2016	3	9	9	2	1	0	904
11605	29	9	2	10	20	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	28/08/2017	3	10	9	2	2	0	451
1924	40	16	24	8	192	26	0	5/09/2018	22/09/2019	6	8	51	11	0	11/09/2018	9/03/2019	9/11/2009	1	16	9	2	4	1	3222
1417	40	16	16	16.625	266	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	9	2	1	0	3250
1651	40	16	25	7.64	191	19	0	29/08/2018	22/09/2019	5	6	31	9	0	7/09/2018	8/01/2019	9/11/2009	5	27	15	2	3	1	3215
13091	29	9	4	9.5	38	17	3	13/04/2019	18/08/2019	0	0	0	0	0	NULL	NULL	6/05/2018	4	6	9	2	3	0	342
12795	40	16	14	6.0714	85	16	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	7/03/2018	1	20	1	2	2	0	212
14317	40	16	8	26.875	215	160	3	2/11/2018	26/08/2019	0	0	0	0	0	NULL	NULL	25/09/2018	4	21	9	2	2	0	38
5736	39	20	16	6.375	102	20	0	5/09/2018	11/09/2019	2	4	8	5	0	2/11/2018	8/01/2019	5/09/2012	1	4	9	2	3	0	2191
7032	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	26/05/2014	3	30	22	1	4	0	1641
4574	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	9	2	1	1	3086
10082	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	26/10/2016	4	14	15	1	1	0	679
1167	39	20	9	9	81	19	4	5/10/2018	11/09/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	6	2	2	1	3280
6386	40	16	23	5.7826	133	20	0	5/09/2018	22/09/2019	1	4	4	4	0	7/09/2018	7/09/2018	15/10/2013	1	23	16	2	3	1	1786
12938	39	20	5	4	20	9	0	5/09/2018	4/10/2018	0	0	0	0	0	NULL	NULL	3/04/2018	3	9	12	2	3	1	155
7590	40	16	3	9.3333	28	13	6	7/03/2019	7/08/2019	0	0	0	0	0	NULL	NULL	18/12/2014	5	11	9	2	2	0	1540
