Cosecha	Cliente	Marca	Cupo	Total_Promociones	Prom_Duracion_dd	Total_Duracion_dd	Maxima_Duracion_dd	Minima_Duracion_dd	MinFecha_Desde	MaxFecha_Desde	Total_Promo_Ejecutadas	Prom_Duracion_Ejecutadas_dd	Total_Duracion_Ejecutadas_dd	Maxima_Duracion_Ejecutadas_dd	Minima_Duracion_Ejecutadas_dd	MinFecha_Ejecutadas_Desde	MaxFecha_Ejecutadas_Desde	Total_Promociones_Prev	Prom_Duracion_dd_Prev	Total_Duracion_dd_Prev	Maxima_Duracion_dd_Prev	Minima_Duracion_dd_Prev	MinFecha_Desde_Prev	MaxFecha_Desde_Prev	Total_Promo_Ejecutadas_Prev	Prom_Duracion_Ejecutadas_dd_Prev	Total_Duracion_Ejecutadas_dd_Prev	Maxima_Duracion_Ejecutadas_dd_Prev	Minima_Duracion_Ejecutadas_dd_Prev	MinFecha_Ejecutadas_Desde_Prev	MaxFecha_Ejecutadas_Desde_Prev	FechaAltaCliente	Region	Gerencia	SubCanal	TipoPoblacion	Estrato	EF	Antiguedad_Cliente_dd	NroVecesCompra	Total_Net_Revenue	Total_Net_Volumen	Total_Dcto	Max_Net_Revenue	Max_Net_Volumen	Max_Dcto	Min_Net_Revenue	Min_Net_Volumen	Min_Dcto	Total_Net_Revenue_Clase_Envase_1	Total_Net_Volumen_Clase_Envase_1	Total_Net_Dscto_Clase_Envase_1	Total_Net_Revenue_Clase_Envase_2	Total_Net_Volumen_Clase_Envase_2	Total_Net_Dscto_Clase_Envase_2	Total_Net_Revenue_Clase_Envase_3	Total_Net_Volumen_Clase_Envase_3	Total_Net_Dscto_Clase_Envase_3	Total_Net_Revenue_Clase_SegmentoPrecio_1	Total_Net_Volumen_Clase_SegmentoPrecio_1	Total_Net_Dscto_Clase_SegmentoPrecio_1	Total_Net_Revenue_Clase_SegmentoPrecio_2	Total_Net_Volumen_Clase_SegmentoPrecio_2	Total_Net_Dscto_Clase_SegmentoPrecio_2	Total_Net_Revenue_Clase_SegmentoPrecio_3	Total_Net_Volumen_Clase_SegmentoPrecio_3	Total_Net_Dscto_Clase_SegmentoPrecio_3	Total_Net_Revenue_Clase_SegmentoPrecio_4	Total_Net_Volumen_Clase_SegmentoPrecio_4	Total_Net_Dscto_Clase_SegmentoPrecio_4	UltimoAñoMesVenta	Ultimo_Total_Net_Revenue	Ultimo_Total_Net_Volumen	Ultimo_Total_Dcto	Ultimo_Total_Net_Revenue_Clase_Envase_1	Ultimo_Total_Net_Volumen_Clase_Envase_1	Ultimo_Total_Net_Dscto_Clase_Envase_1	Ultimo_Total_Net_Revenue_Clase_Envase_2	Ultimo_Total_Net_Volumen_Clase_Envase_2	Ultimo_Total_Net_Dscto_Clase_Envase_2	Ultimo_Total_Net_Revenue_Clase_Envase_3	Ultimo_Total_Net_Volumen_Clase_Envase_3	Ultimo_Total_Net_Dscto_Clase_Envase_3	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_4	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_4	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_4
201808	3081	40	16	1	3	3	3	3	13/08/2018	13/08/2018	1	3	3	3	3	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	9	15	2	2	1	3059	7	1508777.53	4.86	-38730.74	304525.92	1.01	0	131111.35	0.45	-11426.56	0	0	0	1508777.53	4.86	-38730.74	0	0	0	1508777.53	4.86	-38730.74	0	0	0	0	0	0	0	0	0	201807	131111	0	-11427	0	0	0	131111	0	-11427	0	0	0	131111	0	-11427	0	0	0	0	0	0	0	0	0
201808	3084	40	16	2	9	18	14	4	12/08/2018	31/08/2018	1	4	4	4	0	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	16	1	1	1	3077	6	6591209.22	22.43	-478976.89	2170909.67	6.7	0	206354.26	1.4	-208723.25	0	0	0	6591209.22	22.43	-478976.89	0	0	0	6591209.22	22.43	-478976.89	0	0	0	0	0	0	0	0	0	201807	1888134	6	-84281	0	0	0	1888134	6	-84281	0	0	0	1888134	6	-84281	0	0	0	0	0	0	0	0	0
201808	3101	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	7	15	2	3	0	3058	7	3972620.69	13.38	-323095.88	846282.89	2.67	-8451.67	449001.24	1.57	-83474.97	0	0	0	3972620.69	13.38	-323095.88	0	0	0	3972620.69	13.38	-323095.88	0	0	0	0	0	0	0	0	0	201807	449001	2	-83475	0	0	0	449001	2	-83475	0	0	0	449001	2	-83475	0	0	0	0	0	0	0	0	0
201808	3115	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	2	1	3058	7	1886450.26	6.38	-147595.96	343784.74	1.07	0	141346.72	0.56	-36000	0	0	0	1886450.26	6.38	-147595.96	0	0	0	1886450.26	6.38	-147595.96	0	0	0	0	0	0	0	0	0	201807	290956	1	-32182	0	0	0	290956	1	-32182	0	0	0	290956	1	-32182	0	0	0	0	0	0	0	0	0
201808	3149	40	16	2	18	36	18	18	12/08/2018	12/08/2018	2	18	36	18	18	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	15	1	1	1	3058	6	704570.81	2.43	-67149.77	197789.96	0.65	0	8464.47	0.09	-42678.97	0	0	0	704570.81	2.43	-67149.77	0	0	0	704570.81	2.43	-67149.77	0	0	0	0	0	0	0	0	0	201807	90642	0	-4357	0	0	0	90642	0	-4357	0	0	0	90642	0	-4357	0	0	0	0	0	0	0	0	0
201808	318	40	16	1	3	3	3	3	13/08/2018	13/08/2018	1	3	3	3	3	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	10	2	2	1	3296	7	1938544.86	6.29	-75330.4	395002.32	1.22	0	207934.94	0.65	-27736.26	0	0	0	1938544.86	6.29	-75330.4	0	0	0	1938544.86	6.29	-75330.4	0	0	0	0	0	0	0	0	0	201807	352342	1	-27736	0	0	0	352342	1	-27736	0	0	0	352342	1	-27736	0	0	0	0	0	0	0	0	0
201808	3193	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	2	1	3058	7	5955807.16	20.41	-597721.19	1321709.44	4.48	-63943.97	252562.9	1.01	-113156.83	0	0	0	5955807.16	20.41	-597721.19	0	0	0	5955807.16	20.41	-597721.19	0	0	0	0	0	0	0	0	0	201807	1321709	4	-113157	0	0	0	1321709	4	-113157	0	0	0	1321709	4	-113157	0	0	0	0	0	0	0	0	0
201808	3206	40	16	1	13	13	13	13	12/08/2018	12/08/2018	1	13	13	13	13	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	10	1	2	1	3058	7	2042437.53	6.65	-70172.53	549149.57	1.69	0	133694.06	0.42	-26005.14	0	0	0	2042437.53	6.65	-70172.53	0	0	0	2042437.53	6.65	-70172.53	0	0	0	0	0	0	0	0	0	201807	264886	1	-20167	0	0	0	264886	1	-20167	0	0	0	264886	1	-20167	0	0	0	0	0	0	0	0	0
201808	3213	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3077	7	846700.25	2.73	-30270.45	178134.55	0.62	0	47111.24	0.15	-21185.94	0	0	0	846700.25	2.73	-30270.45	0	0	0	846700.25	2.73	-30270.45	0	0	0	0	0	0	0	0	0	201807	113639	0	0	0	0	0	113639	0	0	0	0	0	113639	0	0	0	0	0	0	0	0	0	0	0
201808	3216	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3077	7	1399027.96	4.68	-101886.68	386438.87	1.31	0	75970.25	0.24	-48000	0	0	0	1399027.96	4.68	-101886.68	0	0	0	1399027.96	4.68	-101886.68	0	0	0	0	0	0	0	0	0	201807	151940	0	0	0	0	0	151940	0	0	0	0	0	151940	0	0	0	0	0	0	0	0	0	0	0
201808	3228	40	16	1	7	7	7	7	13/08/2018	13/08/2018	1	7	7	7	7	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	10	2	2	0	3059	7	783359.51	2.59	-56345.9	163056.84	0.53	0	37537.8	0.12	-14911.78	0	0	0	783359.51	2.59	-56345.9	0	0	0	783359.51	2.59	-56345.9	0	0	0	0	0	0	0	0	0	201807	127655	0	-14912	0	0	0	127655	0	-14912	0	0	0	127655	0	-14912	0	0	0	0	0	0	0	0	0
201808	3243	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3058	7	2358203.86	8.57	-385178.08	436310.54	1.54	-44597.52	282360.51	1.04	-67786.73	0	0	0	2358203.86	8.57	-385178.08	0	0	0	2358203.86	8.57	-385178.08	0	0	0	0	0	0	0	0	0	201807	282361	1	-50423	0	0	0	282361	1	-50423	0	0	0	282361	1	-50423	0	0	0	0	0	0	0	0	0
201808	3299	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	30	16	2	2	1	3076	7	5565433.88	18.39	-422003.05	1311334.01	4.22	0	357985.19	1.28	-162751.63	0	0	0	5565433.88	18.39	-422003.05	0	0	0	5565433.88	18.39	-422003.05	0	0	0	0	0	0	0	0	0	201807	357985	1	-56191	0	0	0	357985	1	-56191	0	0	0	357985	1	-56191	0	0	0	0	0	0	0	0	0
201808	3353	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	12	2	3	1	3076	5	206829.6	0.69	-15798.78	58885.22	0.18	0	19242.59	0.06	-11384.9	0	0	0	206829.6	0.69	-15798.78	0	0	0	206829.6	0.69	-15798.78	0	0	0	0	0	0	0	0	0	201807	43729	0	-4414	0	0	0	43729	0	-4414	0	0	0	43729	0	-4414	0	0	0	0	0	0	0	0	0
201808	3384	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	2	1	3057	7	6753210.72	22.71	-565957.69	1388661.46	4.57	-50422.78	670757.6	2.26	-106468.14	0	0	0	6753210.72	22.71	-565957.69	0	0	0	6753210.72	22.71	-565957.69	0	0	0	0	0	0	0	0	0	201807	775227	3	-99245	0	0	0	775227	3	-99245	0	0	0	775227	3	-99245	0	0	0	0	0	0	0	0	0
201808	3403	40	16	1	3	3	3	3	13/08/2018	13/08/2018	1	3	3	3	3	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	3	1	3058	7	834230.92	2.81	-58091.65	269757.68	0.83	0	27858.29	0.12	-32807.38	0	0	0	834230.92	2.81	-58091.65	0	0	0	834230.92	2.81	-58091.65	0	0	0	0	0	0	0	0	0	201807	101002	0	-3485	0	0	0	101002	0	-3485	0	0	0	101002	0	-3485	0	0	0	0	0	0	0	0	0
201808	3405	40	16	2	14.5	29	15	14	15/08/2018	31/08/2018	1	15	15	15	0	15/08/2018	15/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	16	2	3	1	3076	7	5025862.16	15.92	-185216.03	1024915.14	3.21	0	558458.28	1.78	-67134.66	0	0	0	5025862.16	15.92	-185216.03	0	0	0	5025862.16	15.92	-185216.03	0	0	0	0	0	0	0	0	0	201807	609925	2	-25287	0	0	0	609925	2	-25287	0	0	0	609925	2	-25287	0	0	0	0	0	0	0	0	0
201808	3418	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	15	2	2	1	3057	7	2418833.96	8.43	-277490.09	713102.04	2.35	-28732.77	200697.82	0.83	-51356.73	0	0	0	2418833.96	8.43	-277490.09	0	0	0	2418833.96	8.43	-277490.09	0	0	0	0	0	0	0	0	0	201807	235575	1	-30253	0	0	0	235575	1	-30253	0	0	0	235575	1	-30253	0	0	0	0	0	0	0	0	0
201808	3423	40	16	2	9.5	19	14	5	12/08/2018	31/08/2018	2	9	19	14	5	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	16	2	4	1	3076	7	11403140.83	38.08	-978800.71	2255937.73	7.33	-60000	1078003.57	3.8	-259907.8	0	0	0	11403140.83	38.08	-978800.71	0	0	0	11403140.83	38.08	-978800.71	0	0	0	0	0	0	0	0	0	201807	1377149	5	-124795	0	0	0	1377149	5	-124795	0	0	0	1377149	5	-124795	0	0	0	0	0	0	0	0	0
201808	3425	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	30	10	1	1	1	3057	7	2303460.29	7.77	-143517.97	457710.15	1.49	0	155424.68	0.56	-46306.58	0	0	0	2303460.29	7.77	-143517.97	0	0	0	2303460.29	7.77	-143517.97	0	0	0	0	0	0	0	0	0	201807	155425	1	-25211	0	0	0	155425	1	-25211	0	0	0	155425	1	-25211	0	0	0	0	0	0	0	0	0
201808	3436	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	3	1	3057	7	1243061.59	5.23	-289589.42	265461.31	1.28	0	99980.96	0.45	-90000	0	0	0	1243061.59	5.23	-289589.42	0	0	0	1243061.59	5.23	-289589.42	0	0	0	0	0	0	0	0	0	201807	199422	1	0	0	0	0	199422	1	0	0	0	0	199422	1	0	0	0	0	0	0	0	0	0	0
201808	3475	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	1	3076	7	543442.28	1.71	-2119.86	144513.05	0.45	0	47747.88	0.15	-1248.55	0	0	0	543442.28	1.71	-2119.86	0	0	0	543442.28	1.71	-2119.86	0	0	0	0	0	0	0	0	0	201807	93466	0	-871	0	0	0	93466	0	-871	0	0	0	93466	0	-871	0	0	0	0	0	0	0	0	0
201808	3487	40	16	2	14	28	14	14	13/08/2018	31/08/2018	2	14	28	14	14	13/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	16	2	3	1	3076	5	486957.23	1.49	0	213418.46	0.65	0	28863.88	0.09	0	0	0	0	486957.23	1.49	0	0	0	0	486957.23	1.49	0	0	0	0	0	0	0	0	0	0	201805	28864	0	0	0	0	0	28864	0	0	0	0	0	28864	0	0	0	0	0	0	0	0	0	0	0
201808	3506	40	16	1	10	10	10	10	12/08/2018	12/08/2018	1	10	10	10	10	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	2	1	3057	7	2046489.12	6.86	-121805.72	405903.5	1.37	0	189925.61	0.59	-36000	0	0	0	2046489.12	6.86	-121805.72	0	0	0	2046489.12	6.86	-121805.72	0	0	0	0	0	0	0	0	0	201807	360704	1	-28880	0	0	0	360704	1	-28880	0	0	0	360704	1	-28880	0	0	0	0	0	0	0	0	0
201808	3523	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	1	1	3057	7	3864730.18	13.54	-523753.38	1369496.25	4.43	-64058.71	277757.42	1.07	-114255.06	0	0	0	3864730.18	13.54	-523753.38	0	0	0	3864730.18	13.54	-523753.38	0	0	0	0	0	0	0	0	0	201807	352815	1	-75133	0	0	0	352815	1	-75133	0	0	0	352815	1	-75133	0	0	0	0	0	0	0	0	0
201808	3528	40	16	1	2	2	2	2	29/08/2018	29/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	5	29	15	1	1	1	3074	7	1841062.3	5.96	-48453.96	655125.8	2.02	0	75970.25	0.24	-36000	0	0	0	1841062.3	5.96	-48453.96	0	0	0	1841062.3	5.96	-48453.96	0	0	0	0	0	0	0	0	0	201807	75970	0	0	0	0	0	75970	0	0	0	0	0	75970	0	0	0	0	0	0	0	0	0	0	0
201808	353	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	1	1	1	3314	7	745724.16	2.41	-38471.52	240188.21	0.74	0	25896.36	0.09	-22747.79	0	0	0	745724.16	2.41	-38471.52	0	0	0	745724.16	2.41	-38471.52	0	0	0	0	0	0	0	0	0	201807	25896	0	-2614	0	0	0	25896	0	-2614	0	0	0	25896	0	-2614	0	0	0	0	0	0	0	0	0
201808	3541	40	16	2	11	22	14	8	12/08/2018	31/08/2018	2	11	22	14	8	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	31/03/2010	3	9	16	2	2	1	3075	7	7485431.48	25.34	-634021.4	1439381.86	4.71	-57198.09	572737.4	1.96	-156698.62	0	0	0	7485431.48	25.34	-634021.4	0	0	0	7485431.48	25.34	-634021.4	0	0	0	0	0	0	0	0	0	201807	1439382	5	-57198	0	0	0	1439382	5	-57198	0	0	0	1439382	5	-57198	0	0	0	0	0	0	0	0	0
201808	3560	40	16	2	9.5	19	14	5	12/08/2018	31/08/2018	2	9	19	14	5	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	31/03/2010	3	8	12	2	3	1	3075	7	9659373.67	31.48	-562966.34	2099682.05	6.42	0	1034523.66	3.59	-150677.59	0	0	0	9659373.67	31.48	-562966.34	0	0	0	9659373.67	31.48	-562966.34	0	0	0	0	0	0	0	0	0	201807	1377842	4	-56191	0	0	0	1377842	4	-56191	0	0	0	1377842	4	-56191	0	0	0	0	0	0	0	0	0
201808	3567	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	31/03/2010	3	8	15	2	3	0	3056	7	8244662.29	27.78	-633718.13	1357868.52	4.54	-60000	909854.6	3.09	-141124.13	0	0	0	8244662.29	27.78	-633718.13	0	0	0	8244662.29	27.78	-633718.13	0	0	0	0	0	0	0	0	0	201807	1245730	4	-94017	0	0	0	1245730	4	-94017	0	0	0	1245730	4	-94017	0	0	0	0	0	0	0	0	0
201808	3579	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	31/03/2010	3	8	15	2	3	0	3075	7	4197893.05	13.35	-61013.14	931689.74	3.03	0	452807.54	1.4	-41093.74	0	0	0	4197893.05	13.35	-61013.14	0	0	0	4197893.05	13.35	-61013.14	0	0	0	0	0	0	0	0	0	201807	577057	2	0	0	0	0	577057	2	0	0	0	0	577057	2	0	0	0	0	0	0	0	0	0	0
201808	3607	40	16	2	9.5	19	15	4	13/08/2018	13/08/2018	2	9	19	15	4	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	31/03/2010	3	28	9	1	1	1	3057	7	1245446.94	3.92	-17755.49	337197.11	1.04	0	69529.22	0.21	-9814.16	0	0	0	1245446.94	3.92	-17755.49	0	0	0	1245446.94	3.92	-17755.49	0	0	0	0	0	0	0	0	0	201807	218414	1	0	0	0	0	218414	1	0	0	0	0	218414	1	0	0	0	0	0	0	0	0	0	0
201808	3646	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	1/04/2010	3	8	12	2	2	0	3074	4	87442.82	0.27	0	39256.81	0.12	0	9621.29	0.03	0	0	0	0	87442.82	0.27	0	0	0	0	87442.82	0.27	0	0	0	0	0	0	0	0	0	0	201807	28864	0	0	0	0	0	28864	0	0	0	0	0	28864	0	0	0	0	0	0	0	0	0	0	0
201808	3648	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	1/04/2010	3	8	16	2	2	1	3074	7	1478226.55	4.52	-3605.8	298260.06	0.92	0	166841.45	0.5	-3605.8	0	0	0	1478226.55	4.52	-3605.8	0	0	0	1478226.55	4.52	-3605.8	0	0	0	0	0	0	0	0	0	201807	279017	1	0	0	0	0	279017	1	0	0	0	0	279017	1	0	0	0	0	0	0	0	0	0	0
201808	3696	40	16	1	8	8	8	8	15/08/2018	15/08/2018	1	8	8	8	8	15/08/2018	15/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	25/04/2010	3	7	9	2	2	0	3034	7	1551936.45	4.97	-38009.43	423238.07	1.31	0	147802.46	0.56	-33639.49	0	0	0	1551936.45	4.97	-38009.43	0	0	0	1551936.45	4.97	-38009.43	0	0	0	0	0	0	0	0	0	201807	180429	1	0	0	0	0	180429	1	0	0	0	0	180429	1	0	0	0	0	0	0	0	0	0	0
201808	3714	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	7	15	2	3	1	3030	6	1540791.53	5.22	-138766.79	346831.31	1.16	0	143591.36	0.56	-47622.99	0	0	0	1540791.53	5.22	-138766.79	0	0	0	1540791.53	5.22	-138766.79	0	0	0	0	0	0	0	0	0	201807	238740	1	-46530	0	0	0	238740	1	-46530	0	0	0	238740	1	-46530	0	0	0	0	0	0	0	0	0
201808	3732	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	7	15	2	3	1	3030	7	9605901.94	32.94	-814769.11	1700216.63	5.69	-70196.16	1051338.97	3.89	-191795.42	0	0	0	9605901.94	32.94	-814769.11	0	0	0	9605901.94	32.94	-814769.11	0	0	0	0	0	0	0	0	0	201807	1442847	5	-105277	0	0	0	1442847	5	-105277	0	0	0	1442847	5	-105277	0	0	0	0	0	0	0	0	0
201808	3756	40	16	1	19	19	19	19	12/08/2018	12/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	15	2	2	1	3030	7	2431082.65	7.99	-96278.99	461024.48	1.54	0	189675.5	0.59	-39225.84	0	0	0	2431082.65	7.99	-96278.99	0	0	0	2431082.65	7.99	-96278.99	0	0	0	0	0	0	0	0	0	201807	461024	2	-33053	0	0	0	461024	2	-33053	0	0	0	461024	2	-33053	0	0	0	0	0	0	0	0	0
201808	3758	40	16	1	17	17	17	17	13/08/2018	13/08/2018	1	17	17	17	17	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	15	2	2	1	3031	7	605353.13	1.98	-18069.49	130168.36	0.45	0	41089.76	0.15	-13075.28	0	0	0	605353.13	1.98	-18069.49	0	0	0	605353.13	1.98	-18069.49	0	0	0	0	0	0	0	0	0	201807	66474	0	0	0	0	0	66474	0	0	0	0	0	66474	0	0	0	0	0	0	0	0	0	0	0
201808	3784	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	16	2	2	1	3049	7	1581933.94	4.88	-11326.7	441639.14	1.34	0	78513.62	0.24	-6518.96	0	0	0	1581933.94	4.88	-11326.7	0	0	0	1581933.94	4.88	-11326.7	0	0	0	0	0	0	0	0	0	201807	192426	1	0	0	0	0	192426	1	0	0	0	0	192426	1	0	0	0	0	0	0	0	0	0	0
201808	3794	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	15	2	3	1	3049	7	2037777.32	6.58	-29507.01	414270.73	1.28	0	229189.82	0.71	-13075.28	0	0	0	2037777.32	6.58	-29507.01	0	0	0	2037777.32	6.58	-29507.01	0	0	0	0	0	0	0	0	0	201807	256083	1	0	0	0	0	256083	1	0	0	0	0	256083	1	0	0	0	0	0	0	0	0	0	0
201808	3857	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	15	2	2	1	3049	7	6958847.59	23.86	-628526.95	1351183.48	4.4	-60753.44	706561.72	2.37	-139740	0	0	0	6958847.59	23.86	-628526.95	0	0	0	6958847.59	23.86	-628526.95	0	0	0	0	0	0	0	0	0	201807	706562	2	-60753	0	0	0	706562	2	-60753	0	0	0	706562	2	-60753	0	0	0	0	0	0	0	0	0
201808	3876	40	16	1	19	19	19	19	12/08/2018	12/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	15	2	2	1	3029	7	4978030.14	16.93	-473436.36	1071470.16	3.53	-56041.27	547334.6	1.9	-81713.46	0	0	0	4978030.14	16.93	-473436.36	0	0	0	4978030.14	16.93	-473436.36	0	0	0	0	0	0	0	0	0	201807	699696	2	-60502	0	0	0	699696	2	-60502	0	0	0	699696	2	-60502	0	0	0	0	0	0	0	0	0
